cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
310,121,3.93,11,7,135,17,691
280,121,3.26,11,7,118,22,692
320,120,3.78,11,7,119,20,693
281,127,3.6,11,7,129,22,694
302,132,3.39,11,7,122,23,695
321,150,3.23,9,7,138,17,696
320,130,3.74,11,7,171,21,697
321,142,3.91,11,7,122,20,698
290,144,3.14,11,7,140,18,699
298,150,3.16,11,7,110,19,700
308,114,3.75,11,7,124,27,701
310,110,3.27,11,7,139,19,702
304,117,3.43,11,7,143,20,703
332,128,3.28,11,7,131,17,704
327,114,3.64,12,7,152,17,705
326,140,4.07,13,7,149,17,706
283,122,3.54,10,7,143,17,707
273,120,3.11,15,7,164,21,708
257,126,3.57,13,7,110,14,709
250,125,3.72,16,7,135,20,710
323,128,3.15,15,7,148,15,711
295,116,3.39,10,7,162,18,712
279,109,3.66,15,7,135,20,713
254,117,3.27,12,7,134,21,714
165,119,3.06,13,7,155,21,715
287,121,3.49,13,8,149,25,716
243,112,3.5,14,8,126,26,717
328,121,3.8,14,7,123,13,718
249,118,3.6,13,8,133,20,719
263,116,3.17,15,7,152,4,720
281,115,3.95,14,8,150,14,721
253,125,3.83,12,8,149,19,722
298,114,3.49,15,8,139,26,723
323,120,3.86,13,8,134,12,724
304,122,4.11,13,8,145,10,725
306,118,4.03,15,6,143,14,726
305,110,3.14,15,7,136,24,727
232,117,3.76,12,8,144,26,728
325,121,3.14,15,8,140,20,729
263,121,3.76,9,8,151,26,730
148,112,3.24,15,12,148,22,731
252,88,4.02,12,7,95,20,732
65,137,3.45,12,8,136,20,733
297,136,3.75,12,8,143,10,734
331,112,3.43,12,8,146,27,735
301,120,3.73,11,7,137,25,736
207,148,3.56,12,7,143,26,737
380,104,3.43,12,8,137,27,738
299,76,3.77,12,8,140,22,739
197,112,3.21,12,8,150,15,740
289,112,3.5,12,8,141,21,741
245,124,3.52,12,8,135,23,742
329,109,4.14,12,8,142,22,743
423,102,3.96,12,8,114,20,744
