core1,core2,core3,core4,mem,gpu,norm_ex_time
34.15,8.81,9.08,1.2,43.13,3.01,752
32.74,8.93,9.18,1.53,43.08,3.23,753
32.56,8.61,8.4,1.54,42.49,2.92,754
32.54,8.92,9.32,1.31,45.59,3.28,755
32.71,8.74,8.39,1.51,48.43,3.11,756
32.74,8.68,9.03,1.11,47.87,3.19,757
32.99,8.72,8.63,1.4,46.11,2.77,758
32.69,8.38,8.81,1.23,41.0,3.05,759
32.58,8.55,8.66,1.31,46.47,3.06,760
32.81,8.56,8.46,1.33,46.43,3.24,761
37.18,8.76,8.06,1.8,45.04,3.25,762
32.68,8.55,8.1,0.95,45.03,3.05,763
31.26,8.89,8.52,1.2,45.42,3.01,764
30.93,8.64,10.31,1.39,46.23,2.93,765
29.89,9.04,9.18,1.72,62.0,3.1,766
33.09,8.87,8.74,1.28,56.49,2.75,767
33.26,8.46,9.38,1.34,56.03,3.64,768
29.94,8.65,9.98,1.09,47.59,3.28,769
35.04,8.13,9.11,1.42,42.31,3.2,770
40.24,7.69,9.39,1.35,48.65,3.06,771
30.81,7.97,10.04,1.17,52.45,3.37,772
34.41,7.95,9.41,1.34,56.92,3.1,773
34.44,7.78,9.6,0.0,57.19,3.41,774
31.77,7.73,8.91,1.0,58.69,3.12,775
36.8,8.19,9.29,1.31,51.3,2.98,776
36.59,7.91,8.92,1.39,56.15,3.14,777
32.15,7.99,9.17,1.19,45.99,3.02,778
32.61,9.54,9.86,1.38,57.48,3.52,779
33.38,7.74,9.61,1.24,50.46,3.22,780
33.23,8.02,9.7,0.88,65.15,2.81,781
32.56,8.13,9.63,1.31,52.58,3.43,782
34.85,7.75,9.24,1.3,61.17,3.11,783
34.92,7.86,10.29,1.34,59.24,3.22,784
36.25,7.96,9.4,1.33,58.83,3.0,785
39.78,8.03,10.28,1.22,60.57,2.99,786
35.41,7.92,10.64,1.18,62.76,3.34,787
33.59,8.04,10.76,1.09,54.32,3.18,788
31.32,7.9,10.24,1.34,50.43,3.11,789
27.37,7.88,11.25,1.54,52.79,3.25,790
27.21,7.92,10.82,0.98,52.78,3.1,791
27.15,7.65,10.76,1.44,49.65,3.44,792
27.2,7.81,11.32,1.22,49.14,3.09,793
27.21,7.89,10.98,1.56,50.29,3.16,794
27.14,8.14,11.11,1.23,53.3,3.07,795
27.05,8.04,10.81,1.34,47.32,3.33,796
27.01,7.83,10.89,1.17,52.29,3.03,797
27.17,7.99,10.91,1.66,49.16,3.3,798
26.9,8.32,10.98,1.17,50.69,3.31,799
27.21,7.83,11.65,1.27,50.1,3.13,800
27.55,7.86,11.79,1.47,52.18,3.11,801
26.74,8.29,10.36,1.27,53.98,3.34,802
26.97,8.05,10.98,1.2,50.98,3.17,803
27.08,6.12,9.96,1.06,51.52,3.45,804
27.04,8.04,11.2,1.45,52.42,3.15,805
27.05,7.93,10.79,1.43,51.83,3.36,806
27.32,7.93,10.43,1.58,51.58,3.26,807
27.04,7.92,11.4,1.18,51.4,3.27,808
25.18,7.94,10.96,1.33,51.12,3.15,809
27.31,8.29,10.36,1.58,53.03,3.39,810
27.14,10.76,11.09,1.89,52.5,3.15,811
27.49,7.91,8.57,1.36,55.04,3.49,812
26.94,7.94,8.39,1.06,59.14,3.27,813
27.17,7.98,8.63,1.83,49.57,3.5,814
27.2,7.66,5.17,1.73,53.71,3.34,815
27.23,7.69,8.54,2.55,56.81,3.31,816
27.15,7.93,8.78,1.4,47.02,3.09,817
28.24,8.34,8.63,1.76,51.29,3.15,818
40.73,8.1,8.56,1.47,50.72,3.16,819
27.81,7.85,8.63,1.36,54.85,3.53,820
43.17,7.91,8.65,1.31,57.75,3.63,821
28.17,7.71,8.86,1.91,59.52,3.55,822
36.31,8.1,8.91,1.54,52.37,3.79,823
27.81,7.63,8.87,1.28,54.05,3.49,824
28.11,7.88,8.52,1.48,58.38,3.52,825
28.01,8.34,8.61,1.74,52.13,3.41,826
28.03,8.26,8.69,1.76,49.06,3.79,827
28.31,7.71,8.31,1.04,48.84,3.3,828
28.08,7.78,8.67,1.47,56.02,3.74,829
28.37,7.81,8.74,1.39,48.82,3.66,830
28.17,8.28,8.27,1.29,47.64,3.53,831
