core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
30.03,10.63,9.45,1.79,0.99,2.07,0.73,1.22,36.29,3.24,683
32.28,10.63,9.32,1.73,1.18,2.36,1.01,1.15,50.01,3.29,684
29.19,10.63,9.39,1.72,1.29,1.79,1.13,1.4,50.56,3.16,685
33.14,10.63,9.26,1.67,1.04,2.04,1.22,1.14,51.17,3.33,686
30.24,10.63,9.11,1.15,1.33,1.78,0.88,1.07,48.22,3.23,687
32.98,10.63,9.51,1.82,1.49,1.76,0.96,0.99,49.29,2.93,688
33.51,10.63,9.04,1.75,1.22,2.04,0.85,1.39,50.82,3.1,689
32.22,10.63,8.92,1.52,1.36,2.02,0.71,1.08,50.1,3.07,690
29.05,10.63,9.11,1.57,1.33,1.89,0.77,1.58,45.71,3.5,691
34.34,10.63,9.2,1.78,1.43,2.03,1.06,1.22,51.38,3.05,692
31.56,10.63,8.14,1.86,1.15,1.53,0.89,1.42,47.94,3.13,693
30.44,10.63,9.4,1.89,1.0,2.12,1.08,1.2,47.89,3.03,694
30.94,10.63,9.18,1.71,1.21,1.73,1.05,1.32,52.06,2.83,695
31.7,10.63,9.15,1.52,1.34,1.96,1.0,1.41,51.2,3.26,696
35.15,10.63,9.44,1.84,1.34,1.98,0.67,0.99,48.67,3.11,697
30.56,10.63,9.25,1.89,1.31,2.01,1.09,1.21,50.84,3.15,698
31.06,10.63,9.18,1.74,1.4,1.7,1.19,1.52,49.77,3.2,699
29.76,8.08,9.61,1.12,1.36,1.37,0.86,1.52,49.44,3.02,700
24.62,7.67,10.04,1.5,1.05,1.59,1.17,1.19,49.57,3.17,701
27.6,10.38,10.15,1.84,1.29,1.92,0.82,1.2,50.85,2.82,702
38.24,7.96,9.84,1.6,0.66,1.76,1.08,1.58,48.36,2.95,703
29.02,8.13,10.17,1.4,0.98,1.79,1.14,1.37,47.18,3.04,704
26.0,8.7,10.25,1.66,1.23,1.9,1.01,1.1,53.59,2.9,705
35.23,10.38,10.0,1.71,1.09,2.29,0.8,1.25,49.64,2.97,706
28.34,7.81,10.4,1.84,1.1,1.73,0.83,1.27,52.95,3.18,707
23.81,7.57,9.75,1.53,1.17,1.86,0.94,1.32,49.41,2.81,708
25.66,7.75,10.29,1.34,1.12,1.73,0.66,1.16,51.54,2.65,709
28.86,7.98,9.77,1.65,0.79,1.97,1.85,1.2,52.43,3.19,710
36.81,7.91,9.89,1.63,1.28,1.8,1.19,1.42,54.72,2.95,711
31.83,7.92,10.09,1.37,0.85,1.89,1.2,1.72,52.68,2.77,712
40.36,7.66,10.3,1.66,1.23,1.63,1.16,1.47,51.96,2.92,713
28.52,7.93,9.94,1.61,1.7,2.02,1.01,1.52,51.82,3.53,714
30.62,7.61,9.65,1.82,1.12,1.83,1.07,1.43,54.06,3.53,715
28.85,7.62,10.42,1.68,1.16,1.75,1.19,1.51,49.62,3.22,716
31.69,7.97,10.1,1.75,1.36,1.58,1.07,1.31,45.02,3.21,717
29.68,7.69,10.64,1.39,1.01,1.86,1.12,1.18,53.45,3.06,718
34.3,7.77,10.12,1.53,1.29,1.64,0.76,1.21,47.82,3.06,719
23.3,7.55,9.52,1.46,1.02,1.39,1.26,1.31,52.13,3.15,720
25.75,7.56,9.69,1.71,0.83,1.72,1.06,1.06,52.0,3.27,721
22.84,8.15,9.26,1.58,1.25,1.54,1.04,1.2,52.25,3.54,722
23.84,7.23,9.7,1.49,1.12,1.75,0.7,1.32,51.42,3.2,723
24.59,7.76,10.55,1.8,0.54,1.81,1.09,1.23,50.3,3.46,724
24.39,7.84,9.48,1.85,1.03,1.45,1.03,1.1,48.11,3.25,725
24.44,8.1,9.37,1.31,1.14,1.65,1.03,1.62,52.37,3.32,726
23.82,7.34,9.78,1.45,1.55,2.4,1.26,1.33,53.23,3.28,727
23.12,9.16,9.89,2.33,1.1,1.7,0.88,1.47,38.75,3.23,728
24.75,9.0,9.46,1.79,1.49,1.42,1.22,1.26,37.08,3.38,729
25.39,8.73,9.82,1.8,1.31,1.79,1.11,1.15,36.76,3.59,730
24.68,8.4,7.9,1.85,1.24,1.41,1.01,1.55,38.31,3.07,731
24.88,9.41,9.69,1.68,0.78,1.47,0.89,1.45,35.25,3.19,732
25.45,8.57,10.29,1.65,1.1,2.33,1.55,1.19,35.69,3.35,733
24.37,9.74,9.88,1.41,1.59,1.82,0.97,1.33,36.97,3.21,734
24.43,8.24,9.68,1.97,1.18,1.67,0.98,1.28,38.76,3.57,735
24.37,9.25,9.5,1.58,1.36,1.96,1.16,1.15,36.6,3.62,736
15.54,9.48,10.01,1.41,1.31,1.92,1.45,1.36,38.01,3.55,737
26.23,9.1,9.82,1.75,1.57,2.13,0.77,1.21,34.03,3.49,738
26.06,8.86,10.07,1.71,1.32,1.83,1.04,1.27,35.37,3.56,739
25.7,9.03,10.32,1.75,0.9,1.81,0.66,1.22,37.9,3.59,740
23.82,8.57,12.03,1.76,1.02,1.84,0.7,1.09,36.15,3.43,741
23.7,9.46,9.72,1.59,1.1,1.98,0.74,1.69,36.3,3.38,742
25.79,8.96,11.37,1.61,1.52,2.25,0.84,1.44,36.86,3.4,743
25.76,9.85,9.75,1.59,2.19,1.25,1.2,1.57,34.92,3.38,744
28.68,8.93,10.69,1.63,1.22,1.88,0.78,1.27,38.96,3.03,745
29.5,9.88,11.33,1.61,1.0,2.0,0.68,1.27,35.34,3.77,746
29.27,9.36,11.02,1.81,1.23,1.92,0.49,1.31,37.79,3.78,747
30.56,8.83,10.09,1.97,1.11,2.13,0.76,1.58,37.16,3.74,748
29.31,9.69,9.35,1.64,1.34,1.72,0.64,1.4,38.68,3.47,749
