core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
31.37,9.71,3.65,2.37,1.72,1.25,1.24,1.98,122.85,2.78,550
31.09,9.73,3.73,1.95,1.86,1.11,1.29,1.56,130.22,3.01,551
31.31,9.65,3.44,2.58,1.89,1.35,1.13,1.74,118.74,3.55,552
31.24,9.46,3.64,2.34,1.94,1.55,1.11,2.22,131.75,3.11,553
31.17,8.98,3.14,2.19,1.97,1.43,1.4,2.4,138.02,3.13,554
31.06,9.3,4.01,2.45,1.18,0.78,1.19,2.02,142.44,4.08,555
31.55,9.97,3.5,2.39,1.93,1.21,0.98,1.64,132.65,3.74,556
31.21,10.06,3.38,2.16,1.73,1.05,1.12,1.92,116.95,3.51,557
31.01,10.51,3.63,2.55,1.79,1.37,1.12,1.83,128.82,3.63,558
31.18,10.23,3.43,3.93,1.97,1.18,0.86,1.9,146.24,3.28,559
31.29,9.58,3.38,2.32,1.73,1.05,1.17,2.22,133.6,3.8,560
31.53,9.49,3.39,2.36,1.75,0.91,1.22,1.97,133.8,3.51,561
31.3,9.16,3.75,2.74,1.74,1.23,1.24,2.05,138.46,3.65,562
31.48,10.11,3.44,2.37,1.84,0.39,1.61,2.25,123.78,3.55,563
31.64,10.75,3.71,2.35,1.67,1.36,1.42,1.67,127.51,3.22,564
31.23,10.17,3.74,2.18,2.11,0.98,2.01,1.84,127.09,3.66,565
31.48,10.72,3.74,2.1,2.16,0.87,1.37,1.8,147.21,3.7,566
31.0,10.4,3.42,2.19,2.0,1.33,1.0,2.11,138.91,3.64,567
31.33,10.24,3.46,2.46,2.45,1.2,1.4,1.64,140.69,3.63,568
30.78,10.83,3.63,2.23,2.02,1.0,1.4,1.79,147.64,3.51,569
31.4,10.68,3.57,2.55,2.04,0.94,1.41,2.03,138.85,3.5,570
26.86,10.46,3.58,2.18,1.63,1.06,1.48,1.38,144.4,3.73,571
26.6,9.47,3.45,2.58,1.94,1.37,1.59,1.88,145.69,3.25,572
26.37,9.82,3.3,2.2,1.94,1.5,1.57,2.49,141.52,3.38,573
26.54,10.17,3.17,2.23,1.76,0.85,1.62,2.15,138.73,3.56,574
26.38,10.56,3.44,2.19,1.91,0.97,1.68,2.02,135.56,3.46,575
26.53,10.32,3.45,2.29,1.72,1.14,1.22,2.68,139.19,3.58,576
26.44,11.4,3.58,2.4,1.95,1.03,1.37,1.79,156.68,3.62,577
26.81,10.58,3.32,2.34,1.84,1.17,1.47,1.66,139.35,3.48,578
26.72,10.23,3.2,2.17,1.75,1.29,1.4,2.16,139.3,3.38,579
26.68,10.05,3.39,2.51,1.66,1.18,1.44,2.32,141.65,3.61,580
26.48,10.5,3.36,2.45,1.79,0.91,1.33,2.12,137.6,3.76,581
26.67,10.02,3.68,2.57,1.93,1.05,1.19,1.44,127.53,3.61,582
26.41,10.17,3.46,2.45,2.09,1.12,1.49,1.79,135.47,3.4,583
26.66,10.02,3.41,2.27,1.81,1.04,1.38,1.66,138.64,3.72,584
26.68,10.75,3.72,2.06,2.06,1.27,1.57,1.93,137.7,3.85,585
26.68,8.82,3.17,2.17,2.09,1.07,1.74,2.01,139.9,3.45,586
26.73,9.37,3.63,2.35,1.89,1.15,1.35,2.19,140.57,3.44,587
26.46,8.87,3.33,2.44,1.75,1.13,1.18,1.9,141.13,3.4,588
26.66,9.27,3.92,2.42,2.1,1.79,1.7,2.07,141.13,3.86,589
26.58,9.37,3.21,2.19,1.95,1.87,1.32,1.91,138.72,3.48,590
26.49,8.81,3.48,2.3,1.84,1.53,1.24,1.99,139.83,3.44,591
26.93,8.96,3.3,2.29,1.94,1.85,1.34,1.96,141.13,3.53,592
26.57,8.21,3.31,2.32,1.68,1.94,1.11,1.7,141.13,3.67,593
26.73,8.72,3.46,2.31,2.06,1.97,1.57,1.66,136.49,3.62,594
26.35,8.62,3.73,2.39,1.95,1.45,1.52,2.13,141.13,3.56,595
26.75,8.44,3.56,2.18,1.73,1.68,1.7,1.85,141.13,3.43,596
26.64,8.95,3.39,2.28,1.92,1.32,1.37,2.07,139.27,3.61,597
26.6,10.15,3.37,1.92,2.03,1.46,1.36,1.66,137.5,3.32,598
26.35,8.65,3.27,2.4,1.87,1.76,0.99,1.8,140.57,3.76,599
26.55,8.96,3.32,2.35,1.43,1.69,1.46,1.83,141.13,3.41,600
26.92,9.78,3.72,1.26,1.52,1.99,1.46,1.95,141.13,3.83,601
26.61,9.14,3.45,2.56,1.48,1.62,1.49,2.02,136.42,3.72,602
26.6,10.3,3.59,3.2,1.57,1.57,1.43,1.77,136.06,3.52,603
26.63,8.81,3.26,2.23,1.6,1.53,1.34,1.94,137.17,3.18,604
26.43,8.86,3.55,2.31,1.54,1.47,1.36,1.57,141.13,3.54,605
26.57,8.72,3.44,2.55,1.62,1.57,1.38,1.59,140.08,3.69,606
26.68,9.14,3.42,2.15,1.57,1.67,1.48,1.81,139.95,3.6,607
20.16,9.51,3.78,2.53,1.67,1.47,1.28,1.73,136.79,3.55,608
29.69,8.76,3.35,2.41,1.58,2.04,1.37,2.01,133.66,3.73,609
31.28,10.39,3.76,2.53,1.84,1.8,1.36,1.82,138.28,3.32,610
30.71,11.15,3.47,2.93,1.48,1.64,1.57,1.3,138.33,3.48,611
30.93,11.12,3.33,2.4,2.34,1.75,1.34,1.74,133.45,3.75,612
