core1,core2,core3,core4,mem,gpu,norm_ex_time
83.17,11.03,1.03,2.3,134.4,2.33,917
74.76,10.98,1.24,2.27,133.39,2.86,918
68.85,10.87,1.2,2.01,127.39,2.36,919
71.9,11.17,1.1,2.46,136.24,2.27,920
73.52,10.94,1.53,2.44,136.17,3.17,921
74.74,11.02,1.35,2.54,137.48,2.75,922
67.89,10.97,1.18,2.3,133.32,2.62,923
74.57,11.1,1.07,1.49,137.63,2.71,924
72.5,10.65,0.88,2.48,137.45,2.75,925
76.03,8.3,0.67,2.26,148.53,2.7,926
77.24,10.98,1.07,2.19,149.28,3.08,927
71.45,9.32,1.45,2.49,156.01,2.7,928
74.12,11.1,1.4,2.19,152.49,1.98,929
79.92,11.32,1.28,2.66,155.96,2.47,930
80.19,11.2,1.31,2.22,146.15,4.04,931
81.19,9.53,1.46,2.31,153.61,4.14,932
77.88,8.9,0.94,2.4,147.38,3.75,933
75.25,10.99,0.97,2.81,146.98,3.55,934
68.6,11.43,1.13,2.49,134.04,3.27,935
64.11,6.14,1.06,2.14,143.72,3.45,936
71.18,9.39,0.98,2.34,135.12,4.01,937
61.6,11.5,1.16,2.34,152.51,3.87,938
53.89,7.96,1.27,2.51,151.21,3.95,939
