core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
80.63,14.25,2.72,2.55,1.0,1.43,3.68,1.67,144.86,3.04,514
80.45,14.3,3.14,2.29,1.11,1.33,3.81,1.96,145.27,3.43,515
79.93,14.61,3.01,2.02,1.27,1.8,3.7,1.52,145.84,3.87,516
80.84,14.55,3.81,2.27,1.05,1.67,3.38,1.67,142.63,3.85,517
81.23,14.39,4.41,2.42,1.33,1.53,3.6,1.84,145.02,3.43,518
80.6,14.45,2.67,2.36,1.14,1.8,3.0,3.15,140.42,3.57,519
79.22,14.26,3.07,2.35,1.25,1.48,3.12,2.03,142.55,2.64,520
80.67,17.88,3.03,2.29,1.2,1.76,3.31,1.4,149.51,3.35,521
80.48,14.53,3.42,2.17,1.32,1.87,3.8,1.53,145.97,3.51,522
81.16,15.35,3.16,2.15,1.17,1.76,3.83,1.88,144.5,3.66,523
80.89,14.22,3.76,2.38,1.12,1.57,3.85,1.38,146.32,2.79,524
80.67,13.17,3.22,2.4,1.49,1.67,3.05,1.68,145.07,2.39,525
60.21,14.45,2.87,2.42,1.28,1.59,3.13,1.96,142.42,2.74,526
57.28,14.34,3.25,2.24,1.3,1.78,2.74,1.6,147.5,3.01,527
62.31,14.84,3.12,2.56,1.05,1.22,2.63,1.78,120.14,3.0,528
59.21,14.19,3.58,2.42,1.22,1.35,3.69,1.46,121.63,2.55,529
61.58,14.7,2.58,2.11,1.55,1.41,2.54,1.75,121.59,2.63,530
57.19,14.08,3.07,2.38,1.16,1.29,3.63,1.84,121.54,3.92,531
58.03,14.67,2.91,2.19,1.46,0.95,3.1,1.16,121.47,2.86,532
60.2,14.49,3.12,2.28,1.26,0.67,3.61,1.39,122.19,2.79,533
57.34,14.27,3.24,2.45,1.07,1.58,3.33,1.69,121.19,2.44,534
58.3,13.99,3.21,2.44,1.23,1.19,2.43,1.46,121.46,2.63,535
54.97,15.98,3.22,2.42,1.43,1.18,2.9,1.62,121.69,2.95,536
56.38,15.75,2.86,2.54,1.47,1.19,3.59,1.64,119.5,2.8,537
58.03,15.91,3.21,2.43,1.54,1.44,2.98,2.28,121.37,2.6,538
56.57,16.01,3.1,2.35,1.57,1.19,2.54,1.82,121.63,2.98,539
57.96,15.9,3.1,2.32,1.72,1.12,2.01,1.8,120.49,2.53,540
61.77,16.12,3.22,2.26,1.42,1.5,2.75,1.72,121.05,2.9,541
57.58,17.27,3.11,2.49,1.62,1.18,2.54,1.65,121.33,2.86,542
55.3,16.12,3.03,2.42,1.27,1.26,2.94,1.45,121.86,2.72,543
58.58,15.77,3.21,2.33,1.49,1.62,2.88,1.91,121.99,2.79,544
56.55,15.82,3.27,1.32,0.33,1.17,3.29,1.88,122.06,3.56,545
57.75,16.07,3.04,2.67,1.88,1.22,3.01,1.73,121.68,2.56,546
60.67,15.93,2.34,2.1,1.69,1.12,2.9,1.64,121.64,2.61,547
63.33,15.7,3.07,2.38,1.4,1.09,2.39,1.88,122.22,2.66,548
64.44,15.44,3.31,2.42,1.51,1.45,3.12,1.9,121.02,2.64,549
64.94,15.83,3.03,2.24,2.33,1.58,2.71,1.57,122.06,2.69,550
63.73,15.57,3.36,2.26,1.6,1.11,3.37,1.66,121.99,2.73,551
64.52,15.84,3.06,2.26,1.39,1.27,2.51,1.67,120.75,2.9,552
63.94,15.95,2.94,2.16,1.29,1.14,3.18,1.65,119.51,2.81,553
64.27,15.92,3.33,2.43,1.7,1.24,2.83,1.52,127.14,2.78,554
64.46,15.87,3.07,2.39,1.62,1.36,2.39,1.84,145.74,2.93,555
64.13,15.9,3.28,2.24,1.04,1.25,3.27,1.61,120.3,2.58,556
63.96,15.72,3.15,2.78,1.5,0.85,2.53,2.12,114.53,2.78,557
65.22,15.68,3.14,2.23,1.51,1.21,2.95,1.89,122.52,2.97,558
64.18,15.96,3.13,2.44,1.69,1.1,3.1,1.92,118.23,2.61,559
46.6,15.61,1.22,2.05,1.45,1.12,2.94,2.07,125.64,2.54,560
63.92,16.03,3.04,2.05,2.49,1.55,2.99,1.37,137.61,2.61,561
64.35,17.25,3.06,2.06,1.79,0.81,2.55,1.85,126.94,2.87,562
64.04,15.11,3.03,1.96,1.18,1.32,2.94,1.72,117.77,2.84,563
63.69,13.49,2.9,2.1,1.61,1.31,2.3,1.91,126.95,2.88,564
64.21,15.38,3.18,2.02,1.44,1.12,3.22,1.57,127.75,2.64,565
64.3,15.79,2.51,2.05,1.62,1.27,3.3,1.43,136.01,2.52,566
64.26,15.43,2.41,2.3,1.64,0.88,3.08,1.95,130.24,2.62,567
65.31,13.52,2.33,2.3,1.62,1.28,3.14,1.95,111.06,3.73,568
63.81,15.34,2.54,2.24,1.64,1.6,2.71,1.73,110.65,3.42,569
58.9,15.13,2.04,2.04,1.65,1.48,2.97,1.61,121.17,3.17,570
58.39,15.6,2.49,2.31,1.61,1.72,2.72,1.48,131.93,3.33,571
61.42,14.45,2.33,1.95,1.87,1.87,2.95,1.93,120.2,3.56,572
55.63,15.95,2.28,2.29,1.49,1.51,2.75,1.83,122.07,3.65,573
60.4,15.11,2.31,1.77,1.43,1.63,2.69,1.79,120.82,3.5,574
