core1,core2,core3,core4,mem,gpu,norm_ex_time
38.37,1.78,2.46,2.26,54.14,3.36,502
38.54,1.37,2.51,1.62,57.3,3.96,503
38.36,1.88,2.12,2.31,57.28,4.45,504
38.34,1.86,2.37,1.82,58.89,4.18,505
38.23,2.11,2.31,2.92,52.61,4.45,506
38.71,1.22,2.41,0.76,52.56,4.07,507
38.45,1.49,2.46,1.69,56.25,4.38,508
29.57,2.01,2.47,2.13,54.08,4.44,509
38.6,2.01,2.32,1.42,54.45,4.12,510
38.44,2.07,2.52,2.21,57.55,4.53,511
38.35,1.74,2.33,1.49,58.49,4.33,512
36.73,2.23,2.27,1.91,49.88,4.39,513
36.89,1.98,2.49,1.44,47.59,4.36,514
36.42,1.96,2.26,1.61,46.66,4.27,515
36.63,1.52,2.53,1.54,47.59,4.25,516
36.6,1.55,2.6,1.57,43.36,4.16,517
39.01,1.53,2.36,1.49,47.79,4.07,518
36.99,2.04,2.57,1.89,46.05,4.14,519
36.73,1.56,2.38,1.65,47.75,4.29,520
36.35,1.73,2.42,1.38,44.63,4.28,521
36.77,1.88,2.26,1.66,48.04,4.58,522
36.69,1.61,2.27,1.55,48.89,4.37,523
36.77,1.68,2.31,1.78,49.01,4.21,524
36.54,2.06,2.23,1.89,49.23,4.88,525
36.59,1.87,1.44,1.52,47.6,4.17,526
32.11,1.9,2.04,1.95,46.63,3.71,527
36.6,1.62,1.99,1.85,49.23,4.23,528
36.53,1.56,1.86,1.63,50.09,4.58,529
36.31,1.75,1.85,1.77,46.17,4.36,530
36.76,1.88,2.41,1.48,51.36,4.27,531
36.73,2.28,2.29,2.05,42.82,4.32,532
34.3,1.8,1.97,1.95,47.67,4.51,533
54.69,1.84,1.9,1.46,47.14,4.4,534
29.49,1.56,2.03,1.55,46.01,4.28,535
35.27,1.83,2.37,1.8,47.46,4.3,536
32.49,1.61,2.35,1.61,49.7,3.86,537
28.26,1.61,1.63,1.1,49.23,4.27,538
31.24,1.69,2.2,1.75,44.67,4.18,539
31.48,1.74,2.05,2.06,48.02,3.8,540
32.57,1.49,1.78,1.72,43.33,4.14,541
36.01,1.72,1.98,1.85,43.73,4.06,542
30.83,1.27,2.18,1.54,52.06,3.68,543
32.43,1.48,2.03,1.38,56.71,4.17,544
34.78,1.77,2.73,1.93,54.5,4.28,545
32.17,1.64,2.42,1.55,51.09,3.83,546
33.52,1.64,2.42,2.09,54.91,4.02,547
31.15,1.54,2.63,1.5,50.77,3.98,548
33.58,1.72,2.58,1.84,53.06,3.21,549
31.27,1.55,2.37,2.05,53.44,4.0,550
33.28,1.84,2.63,1.98,53.54,3.96,551
30.35,1.44,2.7,1.63,54.42,3.99,552
40.68,1.52,2.82,2.07,52.65,4.04,553
40.6,1.77,2.62,1.58,52.62,3.75,554
40.44,1.75,2.4,1.94,49.46,3.71,555
40.84,1.56,2.44,1.79,51.07,4.01,556
40.61,1.6,3.35,1.66,50.21,3.84,557
45.15,1.7,2.46,1.79,52.0,3.93,558
40.29,1.81,2.54,1.72,57.58,3.71,559
41.05,1.51,2.54,1.78,51.23,3.79,560
40.76,1.8,2.17,1.88,55.09,4.15,561
40.78,1.41,2.75,1.39,53.65,3.81,562
40.61,1.64,2.44,1.43,53.64,3.98,563
40.94,1.66,2.61,1.71,55.79,3.8,564
41.0,1.65,2.45,1.95,55.71,4.13,565
34.33,1.78,1.72,1.99,50.09,3.58,566
40.9,1.43,2.37,1.42,53.88,3.74,567
40.76,1.21,2.4,1.66,55.78,3.74,568
40.63,1.52,2.13,1.8,51.95,3.93,569
38.35,1.3,2.3,1.65,57.7,4.07,570
40.8,1.42,2.18,1.76,52.5,4.1,571
40.79,1.51,2.78,1.56,52.31,3.86,572
39.32,1.58,2.21,1.66,66.88,3.91,573
36.63,1.11,2.39,1.71,66.64,3.86,574
38.2,1.76,2.53,1.82,66.89,3.88,575
37.72,1.41,2.01,1.8,66.71,3.99,576
37.68,1.32,2.28,1.73,66.74,3.98,577
36.52,1.57,2.34,1.43,66.74,4.02,578
39.82,1.32,2.69,1.79,66.56,3.44,579
37.94,1.32,2.12,1.64,66.98,4.1,580
37.12,1.69,2.55,1.93,66.75,3.66,581
33.59,1.57,2.19,1.84,66.83,4.05,582
36.91,1.76,2.68,1.86,66.75,3.89,583
38.84,1.51,2.48,1.52,66.85,3.97,584
37.31,1.47,2.87,1.76,66.74,4.03,585
38.67,1.44,2.64,1.62,66.51,3.93,586
37.28,1.3,2.49,1.6,52.33,4.48,587
39.72,1.41,2.68,1.91,66.77,3.98,588
39.01,1.45,2.71,1.77,66.92,3.84,589
37.88,1.73,2.8,1.53,66.97,4.0,590
37.91,1.73,2.75,1.67,66.7,3.87,591
40.05,1.49,2.56,1.66,66.86,3.85,592
27.84,2.65,2.34,1.73,66.82,4.18,593
28.78,1.53,3.05,1.92,66.77,4.03,594
30.21,1.97,2.64,1.53,66.62,3.71,595
32.87,1.57,2.61,1.71,66.71,3.92,596
30.98,1.48,2.65,1.81,66.8,4.25,597
31.6,1.77,2.33,1.53,66.41,3.82,598
29.2,1.51,2.75,1.98,66.44,4.19,599
30.09,1.2,2.39,1.63,66.76,4.08,600
32.62,1.39,2.4,1.82,66.64,3.9,601
28.65,1.9,2.29,1.88,66.93,4.04,602
28.43,1.71,2.44,1.83,57.18,3.78,603
29.6,1.6,2.86,1.81,60.42,3.95,604
29.47,1.74,2.46,1.64,58.78,4.21,605
29.43,1.76,2.04,1.46,61.78,4.34,606
32.88,1.77,2.08,1.55,41.08,4.12,607
32.52,1.69,2.23,1.72,62.89,3.87,608
27.95,1.41,2.16,1.72,54.9,4.27,609
30.42,1.67,2.14,1.63,60.24,4.24,610
33.07,1.88,1.9,1.6,58.45,3.95,611
31.98,1.23,2.23,1.69,56.71,3.97,612
29.92,1.38,1.99,1.78,62.5,4.17,613
31.25,1.37,1.86,1.4,62.04,4.19,614
37.1,1.28,2.15,1.9,60.36,4.1,615
33.42,1.76,2.21,1.75,59.67,4.21,616
32.91,1.86,2.67,1.8,58.04,4.09,617
27.0,1.9,2.48,2.09,59.5,4.42,618
37.13,1.45,2.09,1.88,58.62,4.25,619
29.92,1.5,1.76,1.56,59.77,4.53,620
26.73,1.71,2.16,1.7,61.82,4.05,621
31.3,1.65,2.12,2.02,65.64,4.53,622
34.43,1.6,2.14,1.8,61.88,3.87,623
33.92,1.5,2.12,1.54,59.14,4.09,624
38.11,1.16,1.99,1.38,64.76,3.87,625
38.37,1.43,1.83,2.03,59.73,4.07,626
35.62,1.55,1.91,1.95,62.8,4.19,627
33.63,1.52,1.97,2.16,61.33,4.15,628
37.61,1.3,2.09,1.54,59.21,4.29,629
34.47,1.41,1.93,2.09,61.11,4.08,630
32.58,1.9,1.79,1.45,57.04,4.35,631
34.71,1.26,2.0,2.03,59.26,4.11,632
32.56,1.46,1.99,1.93,50.58,4.3,633
32.12,1.42,1.96,1.74,53.62,4.39,634
37.13,1.46,2.12,1.83,55.02,4.39,635
33.96,1.59,1.83,1.58,53.92,4.07,636
33.95,1.68,2.06,1.69,56.33,4.51,637
36.58,1.21,1.97,1.72,52.32,4.22,638
29.96,1.39,2.05,1.66,57.4,3.72,639
36.44,1.59,1.82,1.83,57.66,3.61,640
37.35,1.49,1.74,1.63,50.35,3.1,641
40.89,1.36,1.88,1.82,59.72,3.41,642
36.25,1.76,1.95,1.43,59.61,3.26,643
35.0,1.4,2.3,1.69,52.08,3.8,644
35.92,1.77,2.22,1.73,46.22,3.65,645
35.79,1.66,2.18,1.24,74.73,3.42,646
33.5,1.56,1.93,1.79,51.37,3.76,647
35.94,1.39,2.08,1.76,58.14,3.56,648
31.16,1.72,1.98,1.31,49.39,3.74,649
32.91,1.82,1.75,1.81,57.48,3.36,650
37.1,1.54,2.08,2.11,50.67,3.58,651
34.9,1.74,2.02,2.13,62.58,3.28,652
35.05,1.72,2.29,2.08,49.42,3.76,653
34.73,1.86,2.04,1.76,56.54,3.52,654
34.32,1.76,2.1,1.74,60.86,3.67,655
34.7,1.63,2.09,1.45,46.4,3.35,656
33.55,1.71,2.18,1.52,43.04,3.82,657
34.38,1.69,1.86,1.93,58.35,3.51,658
32.67,1.69,2.51,1.67,63.78,3.38,659
35.16,1.89,2.33,1.9,46.05,3.41,660
35.64,1.48,2.25,1.7,56.37,3.49,661
33.93,1.71,2.0,1.63,52.21,3.7,662
34.07,1.7,2.03,1.53,48.87,3.54,663
34.07,1.53,1.97,2.03,49.32,2.99,664
34.17,1.76,2.3,1.8,46.34,3.31,665
37.17,1.81,1.98,1.72,47.06,3.43,666
33.34,1.92,1.88,1.73,49.64,3.73,667
35.03,1.53,1.98,1.95,51.79,3.67,668
34.94,1.66,1.96,1.64,54.0,3.66,669
35.43,2.08,1.99,2.13,60.05,3.45,670
34.35,1.61,1.93,1.73,52.63,3.11,671
34.03,1.92,1.11,1.65,50.61,3.56,672
34.63,1.75,1.84,1.91,51.88,3.66,673
34.97,1.95,1.94,2.18,49.68,3.07,674
52.21,1.97,1.82,1.43,49.95,3.25,675
34.56,1.71,1.82,1.64,45.82,3.24,676
35.1,1.7,1.81,1.6,48.55,2.97,677
34.53,1.92,2.08,1.54,51.36,2.82,678
37.47,1.77,1.88,1.33,49.65,3.14,679
35.04,2.02,2.03,1.62,49.38,2.91,680
34.66,1.64,2.22,1.32,50.13,3.26,681
34.91,1.71,1.95,1.81,50.09,2.82,682
34.79,1.86,1.97,1.55,52.37,3.31,683
34.74,1.78,2.23,1.53,50.27,3.27,684
34.53,1.82,2.02,1.9,49.64,3.06,685
34.55,1.74,1.9,1.64,49.83,3.14,686
34.72,1.98,1.8,1.61,49.37,3.19,687
34.9,1.62,2.49,1.67,50.67,3.15,688
34.68,1.92,2.05,1.61,51.23,3.04,689
28.42,1.78,1.81,1.48,52.11,3.04,690
34.61,1.67,1.87,1.77,51.68,3.16,691
34.72,1.48,1.72,1.6,49.93,3.07,692
37.85,1.88,1.81,1.62,56.59,3.08,693
39.28,2.04,1.71,0.36,66.41,3.06,694
37.1,1.57,1.75,1.57,64.68,3.21,695
34.04,1.74,1.93,1.7,60.98,3.28,696
41.53,1.36,1.73,1.58,58.32,3.14,697
40.83,1.61,1.81,1.81,63.83,3.25,698
37.45,1.97,1.68,1.72,63.54,3.12,699
31.67,1.7,1.85,1.34,57.97,3.07,700
18.67,1.89,1.82,1.34,63.08,3.13,701
35.11,1.64,1.61,1.67,61.11,3.22,702
36.61,1.83,1.67,1.53,66.73,3.13,703
38.99,1.8,1.91,1.37,65.06,3.19,704
38.37,0.95,2.17,1.6,58.4,3.04,705
37.61,1.4,1.79,1.68,56.54,3.49,706
35.47,1.85,1.7,1.63,63.16,3.92,707
40.27,1.66,1.93,1.54,64.43,4.36,708
38.08,2.09,1.8,1.53,63.01,3.91,709
32.31,1.76,1.65,1.82,64.27,3.96,710
40.38,1.71,1.91,1.56,51.64,4.06,711
39.89,1.61,1.98,1.41,60.44,3.96,712
39.01,1.52,1.86,1.42,62.01,4.0,713
39.83,1.91,1.8,1.14,63.32,3.26,714
35.82,1.53,1.97,1.4,62.23,4.0,715
40.93,1.51,2.14,1.57,61.97,3.71,716
26.96,1.68,2.22,1.55,56.06,4.02,717
43.45,2.21,1.99,1.67,65.51,4.32,718
40.33,1.39,2.26,1.38,58.55,4.18,719
31.27,0.95,1.95,1.72,61.94,4.13,720
35.15,2.02,2.11,1.37,63.0,3.89,721
32.99,1.75,2.02,1.53,60.64,4.22,722
41.36,1.81,1.93,1.38,48.81,4.28,723
42.99,1.43,2.3,1.38,47.63,4.15,724
35.3,1.45,2.01,1.65,48.47,4.27,725
37.93,1.56,1.96,1.73,51.87,4.49,726
45.0,1.52,2.24,1.67,71.94,4.36,727
41.3,1.41,2.02,1.31,52.88,4.06,728
40.09,1.72,2.13,1.25,49.57,3.98,729
37.53,1.37,1.83,1.27,55.32,3.9,730
33.97,1.3,2.22,1.26,55.88,3.95,731
33.22,1.41,1.89,1.79,48.69,3.89,732
28.48,1.67,1.63,1.69,55.22,4.07,733
32.06,1.66,1.76,1.76,50.59,3.68,734
31.54,1.56,2.52,1.9,44.0,3.99,735
31.5,1.77,1.63,1.53,55.87,4.14,736
31.49,1.35,2.09,1.35,56.17,4.11,737
31.82,1.33,1.49,1.61,51.43,4.11,738
31.45,1.31,2.08,1.6,50.3,4.13,739
31.58,1.43,1.78,1.5,49.73,4.16,740
31.69,1.46,2.06,0.78,52.14,3.31,741
31.69,1.77,2.12,1.52,50.84,3.45,742
31.8,1.48,1.86,1.41,52.49,3.01,743
31.63,1.44,1.91,1.2,54.3,3.25,744
31.73,1.52,2.09,1.14,53.71,3.3,745
31.74,1.65,1.77,1.36,53.99,3.14,746
31.36,1.11,1.72,1.66,54.89,2.29,747
31.87,1.61,1.64,1.41,51.27,3.36,748
31.82,1.73,1.66,1.3,52.08,3.19,749
31.94,1.8,2.88,1.56,54.38,3.27,750
31.42,1.37,1.61,1.67,52.85,3.65,751
31.41,1.08,1.7,1.84,48.62,2.99,752
36.78,1.54,2.36,1.8,56.0,3.24,753
37.63,1.75,2.31,1.81,37.13,3.12,754
36.91,1.5,2.12,1.65,63.77,3.12,755
37.9,1.37,2.5,1.76,57.38,3.85,756
36.51,1.47,2.22,1.69,65.06,3.23,757
38.59,1.31,2.37,1.62,74.56,3.49,758
37.8,1.49,2.23,1.7,53.41,3.23,759
36.49,1.43,1.56,1.47,65.99,3.37,760
37.03,1.58,1.89,1.81,64.49,3.41,761
36.31,1.86,2.1,1.49,64.74,3.46,762
37.11,1.49,2.4,1.53,55.16,3.1,763
38.09,1.52,2.46,1.36,59.74,3.08,764
37.54,1.5,2.05,1.73,62.15,3.58,765
31.13,1.37,2.33,1.63,48.23,4.4,766
36.92,1.51,1.82,1.55,87.5,3.03,767
37.47,1.71,2.44,1.76,60.02,3.07,768
37.85,1.32,1.89,1.49,52.73,3.1,769
36.75,1.7,2.45,1.82,53.71,3.23,770
38.66,1.63,2.06,1.7,54.92,3.58,771
36.34,1.43,2.16,1.8,52.19,3.31,772
32.32,1.69,2.26,1.56,59.06,3.69,773
34.11,1.65,2.04,1.57,49.08,3.3,774
32.79,1.64,2.93,1.54,60.94,4.08,775
31.82,1.88,2.79,1.83,52.77,4.09,776
33.9,1.77,2.42,1.62,46.74,4.1,777
34.47,1.85,2.24,1.54,58.56,4.19,778
32.86,1.73,2.52,1.71,56.39,4.29,779
34.8,1.67,2.46,1.63,54.46,4.13,780
35.35,1.78,2.4,1.65,56.59,4.26,781
34.42,2.04,2.24,1.7,60.56,4.01,782
31.77,1.87,2.72,2.03,40.33,4.06,783
32.92,1.72,2.29,1.82,55.26,3.89,784
35.22,1.84,2.33,1.47,45.37,4.01,785
36.12,1.84,2.16,1.5,36.2,4.16,786
35.1,1.98,2.42,1.57,47.84,4.2,787
35.17,1.66,2.21,1.34,42.49,3.99,788
33.0,1.73,2.23,1.66,39.85,3.99,789
36.98,1.75,2.48,1.8,41.39,4.47,790
35.9,1.91,2.25,1.86,55.32,4.12,791
33.06,1.74,2.48,2.01,40.28,4.04,792
34.0,1.68,2.35,1.85,46.93,4.13,793
34.21,1.8,2.24,1.75,52.0,4.16,794
34.85,1.85,2.01,1.65,53.9,4.38,795
33.65,1.63,1.76,1.94,50.46,4.44,796
35.14,1.46,2.09,2.28,48.73,4.06,797
33.44,2.03,1.87,1.82,38.73,4.18,798
34.74,1.48,2.02,1.69,55.39,4.19,799
34.35,1.4,2.22,1.68,48.73,4.1,800
29.87,1.25,2.37,1.9,34.06,4.24,801
34.15,1.21,1.68,1.66,50.78,4.15,802
33.56,1.57,1.85,1.75,43.73,4.25,803
34.18,1.67,1.99,1.61,54.81,4.29,804
33.86,1.65,1.81,1.71,49.3,4.18,805
34.86,1.61,1.84,1.83,34.79,4.09,806
34.18,1.74,1.72,2.05,51.03,4.43,807
34.53,1.24,1.85,1.61,52.25,4.07,808
34.4,1.33,2.29,2.04,31.54,3.97,809
34.85,1.66,1.87,1.67,54.72,3.65,810
34.76,1.71,2.09,1.55,55.6,3.68,811
35.04,1.48,1.82,1.71,30.68,3.86,812
37.65,1.59,3.6,1.63,65.56,3.61,813
38.11,1.63,1.87,2.16,77.5,3.7,814
38.32,1.74,1.96,1.99,78.69,3.98,815
38.25,1.64,1.93,1.75,64.96,4.04,816
38.39,1.5,1.91,1.62,63.01,3.92,817
38.32,1.51,1.95,1.72,73.58,3.87,818
36.69,1.44,1.69,1.74,70.66,3.84,819
38.48,1.48,1.88,1.69,72.34,3.75,820
