cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
1004,43,3.59,15,1,24,12,901
1004,26,3.93,13,1,16,9,902
1004,34,3.72,16,1,20,13,903
1004,45,3.17,16,1,14,12,904
1003,59,3.72,16,1,18,11,905
1004,44,3.47,17,1,17,7,906
1003,43,3.7,13,1,17,10,907
1004,72,4.11,13,1,15,9,908
455,22,3.28,14,1,21,11,909
1003,47,3.12,18,1,18,7,910
1003,54,3.62,16,2,17,7,911
1004,61,3.11,15,1,20,12,912
1004,63,4.08,14,1,19,11,913
1004,39,3.13,14,1,19,8,914
1004,30,3.15,14,1,25,10,915
1004,0,4.02,17,1,16,8,916
989,93,3.15,13,1,15,6,917
942,26,3.83,16,1,18,8,918
980,42,3.5,13,1,19,8,919
1001,34,3.5,16,1,17,10,920
1003,70,3.69,13,1,16,8,921
1065,39,3.43,17,1,15,11,922
1036,44,3.51,15,1,18,10,923
1097,31,3.06,16,2,18,6,924
956,40,3.55,17,2,19,10,925
955,47,3.26,16,2,14,8,926
938,43,3.57,14,2,13,11,927
1035,35,3.91,14,2,16,12,928
1077,43,3.18,14,1,14,12,929
1051,57,3.62,14,1,17,10,930
967,57,3.79,14,2,18,11,931
994,46,4.01,14,1,20,11,932
998,34,3.74,14,1,17,14,933
1055,43,4.0,14,1,25,5,934
1033,34,3.06,14,0,18,10,935
1080,34,3.36,14,2,21,10,936
973,39,3.61,14,0,14,9,937
913,48,3.53,14,2,19,12,938
1019,42,3.53,16,2,16,11,939
1061,44,3.77,14,2,20,8,940
991,47,3.8,14,1,14,11,941
1013,30,3.45,14,1,15,14,942
1035,37,3.45,14,2,4,7,943
1010,39,3.36,14,2,10,10,944
1130,36,3.91,14,2,18,7,945
1115,48,3.69,14,2,15,8,946
963,63,3.88,14,1,17,8,947
1081,37,3.4,14,2,21,6,948
946,66,3.54,14,1,17,10,949
949,46,3.18,14,2,13,14,950
938,34,3.41,14,2,14,11,951
961,33,4.08,12,1,13,7,952
967,61,3.99,14,1,17,8,953
1001,39,3.61,14,1,15,9,954
921,48,3.79,14,2,14,7,955
940,51,4.35,16,2,16,11,956
943,46,3.66,16,1,9,7,957
958,41,3.74,15,2,13,11,958
959,53,3.83,15,2,12,7,959
953,49,3.75,15,1,9,8,960
960,60,3.96,15,2,17,7,961
970,43,3.96,15,2,15,7,962
955,44,3.79,15,2,13,8,963
940,56,3.8,15,1,13,9,964
941,54,3.9,15,1,20,7,965
954,56,3.05,15,2,12,10,966
934,44,3.01,15,2,10,8,967
965,56,3.68,15,2,9,11,968
962,49,3.32,15,1,15,10,969
939,54,3.8,18,2,19,6,970
962,51,3.72,15,1,21,10,971
966,24,3.89,15,2,18,5,972
984,29,3.62,15,1,14,10,973
967,35,3.03,16,1,23,10,974
986,34,3.76,15,1,22,5,975
945,30,3.0,13,1,26,12,976
972,33,3.62,16,2,19,7,977
987,33,3.9,15,1,17,7,978
963,19,3.96,15,1,13,11,979
964,27,4.04,16,2,12,8,980
974,41,3.95,15,1,15,9,981
978,33,3.47,16,1,20,10,982
939,35,3.61,15,1,14,8,983
977,32,3.35,15,1,9,11,984
960,73,3.65,15,2,29,10,985
991,36,3.25,15,1,14,7,986
961,28,3.53,15,1,21,7,987
974,33,3.29,15,1,20,10,988
966,28,3.43,15,2,10,9,989
937,22,3.06,16,1,10,9,990
963,24,3.28,15,1,31,7,991
952,31,3.86,15,2,42,10,992
957,18,3.1,15,2,23,10,993
946,28,3.11,15,1,14,10,994
986,23,3.36,15,2,21,6,995
948,35,4.01,15,2,24,10,996
