query_id,top_1_accuracy,top_3_accuracy,top_5_accuracy,top_10_accuracy,late_ratio,ground_truth
8243083d-e73c-4c2e-bf0e-d8c71129e85a,0,0,0,0,0,12
65940484-6fb7-4817-957d-e0692e137922,1,1,1,1,0,closing
19de03da-48b6-46d8-bb14-5e49e3704af4,1,1,1,1,0,pocket_out
d75a56e0-623b-4c22-8930-ded47d17e5c0,1,1,1,1,0,sitting_down
985af4fd-bd92-4e04-a4e0-3361700fef1d,1,1,1,1,0,sitting_down
27573628-d1b5-4fc3-bff5-d26e51c15918,0,1,1,1,0,pulling
483c3791-1c58-4418-befc-69e1efee1b10,1,1,1,1,0,talking_on_phone
1936a83c-1097-489c-af02-6bdb8148ec57,0,1,1,1,0,closing
40972a3f-cf67-48ab-ad19-ceb5f916fc07,1,1,1,1,0,pocket_in
456600df-6564-43f5-a04a-855ff1904854,1,1,1,1,0,sitting
78c04363-0b42-45bf-a242-768fb3d4073b,0,0,0,1,0,running
7d8798b4-8967-4813-9cfc-cfcdf37e4f91,1,1,1,1,0,picking_up
55bf66bf-244f-47d1-95b1-19e22300c81f,0,0,0,1,0,checking_time
6b01b7e7-fd71-4452-81e7-27dc2fff8048,0,0,0,1,0,standing
5420b132-8723-4430-a3dd-5741ca801bf6,1,1,1,1,0,pocket_out
5692b703-aa0e-49ab-88ee-f1b997cf7f66,1,1,1,1,0,standing
9881d30a-5da6-4f1a-aeb0-e48854501755,0,1,1,1,0,picking_up
4cec3928-ed98-4442-8c33-286264b3682d,1,1,1,1,0,walking
f01a2d7a-3f5b-40c4-8160-0c4b398b91ef,1,1,1,1,0,pocket_out
7a2ae0ef-6c0c-4fb2-beaa-a439554b5147,1,1,1,1,0,closing
1f1b1f51-5093-4e45-9047-844a3c976503,1,1,1,1,0,closing
fff9b530-71bb-4404-a17d-decb3e6c1cfe,1,1,1,1,0,entering
7ede845a-53ed-43b3-ae83-1790ab2cef6f,1,1,1,1,0,carrying
1e081b12-1355-4350-a100-68c73e954c94,1,1,1,1,100,looking_around
da815682-0872-4981-8c4d-bd66528bf571,1,1,1,1,0,setting_down
3af7ef40-2c93-40de-affb-97d5f264479a,1,1,1,1,0,pocket_out
b62098e9-9d13-4070-98f5-676b66dfa303,0,0,0,1,0,pointing
479fa137-ec83-488e-88a0-00eed0cc800a,1,1,1,1,0,talking
03b0d464-34b3-45c5-b690-af8698e51abc,0,1,1,1,100,walking
157c52e4-a54c-4f38-8b89-5fc3c425e81a,0,0,0,1,100,loitering
7dd08c24-cabc-42d5-92eb-0a70f8879500,1,1,1,1,0,pointing
a7e9b8cf-12bf-42e7-b074-88172154f926,1,1,1,1,0,carrying_heavy
bb942fc6-7619-4ed9-9241-972d4b683a54,0,1,1,1,100,opening
19d2746c-4d83-44ec-8b85-060f6b19cfce,1,1,1,1,0,pulling
042d4a2c-0e9f-4bca-9d36-118c80eef308,1,1,1,1,0,sitting_down
689d3a4c-5024-483b-af95-dee5f10b55fd,1,1,1,1,0,closing
fa0e7ae4-1f86-4528-b749-8842e73a35a7,0,0,0,1,0,waving_hand
c062f691-bd5d-410b-8248-a4419fefaea3,1,1,1,1,0,entering
449440e9-13b7-4c15-9fbe-0a9aaf62b245,1,1,1,1,0,pocket_out
aa49f390-8b5c-4a59-a9f4-492dde3b96f2,0,1,1,1,0,setting_down
3ea9466b-a7be-4977-a82e-b01beae9554b,0,1,1,1,0,crouching
5b401431-b3db-4bab-8acd-7c857365c4f4,1,1,1,1,0,carrying_light
eab39aa4-2df9-4e22-a1b7-b75ebb75b2a2,0,0,0,0,0,15
609df444-bb58-4e7a-bce0-937e27592fd1,1,1,1,1,0,pulling
a2852715-0ee8-4b77-b73d-1ea917146a62,1,1,1,1,0,drinking
3d319231-6d1b-4f6f-8b7a-3d2c87690417,1,1,1,1,0,using_phone
34aaf681-1410-47c0-824d-66ebacdc99a2,1,1,1,1,0,talking
55488ec5-35ba-49ae-aed5-8ac9cfcaa02c,1,1,1,1,100,jumping
27e169e0-f502-47c9-bbe8-b548dfbcffda,1,1,1,1,0,closing
acdd176c-fbed-44b1-9138-4d2aaf4bb3a2,1,1,1,1,0,using_pc
fa9e6d2a-9f66-4fba-8758-a1ae8d0ee6fa,1,1,1,1,0,drinking
943e0c94-6a3c-4b4c-9c46-2438776999a7,1,1,1,1,0,standing_up
b38b5098-bcd0-4b0d-8682-a431e7791af6,1,1,1,1,0,carrying_heavy
682cc03f-0bd2-462f-97be-3cf515293838,1,1,1,1,0,using_pc
13f6db7a-1c31-4113-a6d3-1060dd4f8f6a,1,1,1,1,0,carrying
d5daa605-fe98-4d29-ba9f-52161755a9f6,1,1,1,1,0,sitting
b7b24ef4-87a0-499a-9736-29956104a55b,0,0,0,1,100,pushing
0ecd59f3-95dd-46d2-bfc2-71f10b8a02f1,1,1,1,1,100,pocket_out
113485d5-2bde-4679-aa12-d8f5dfc3e75a,1,1,1,1,0,loitering
ebd569b5-88ac-4633-a012-2c19f586930d,1,1,1,1,0,standing_up
979c564e-da81-49ee-ac90-d9739e8b94f1,1,1,1,1,0,setting_down
65d099ac-c1b3-4983-8d16-ae42e96b3781,1,1,1,1,0,sitting_down
