core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
85.05,6.78,9.98,2.08,2.16,2.48,1.16,1.31,123.41,3.17,498
67.11,5.94,10.12,2.07,3.5,2.49,0.92,1.53,110.85,2.89,499
73.93,5.51,9.61,1.22,2.76,2.71,0.79,1.49,118.66,3.29,500
82.37,5.69,9.62,1.94,2.86,2.55,1.23,0.0,110.54,3.21,501
97.29,5.6,6.72,2.23,3.76,2.53,1.14,1.28,153.72,3.03,502
92.62,5.53,6.92,2.72,2.98,2.52,0.85,1.42,144.96,3.38,503
66.86,5.79,7.23,1.91,3.19,2.88,1.14,1.53,134.74,3.8,504
98.87,5.46,6.96,2.52,2.75,2.66,1.79,1.51,140.73,3.51,505
66.61,5.77,7.13,1.88,2.62,2.41,1.06,1.74,142.21,3.6,506
70.61,5.68,6.87,2.09,3.29,2.6,0.8,1.86,135.16,3.31,507
89.11,5.65,6.76,2.35,2.31,2.58,0.96,1.45,112.27,3.62,508
103.88,5.47,7.02,1.86,2.67,2.86,1.25,1.83,135.11,3.32,509
107.83,6.21,7.3,2.36,2.71,2.47,1.13,1.57,139.75,3.31,510
107.84,6.16,6.78,1.9,2.9,2.61,0.94,1.54,124.89,3.3,511
107.84,6.68,6.94,2.04,2.45,2.47,1.06,1.55,137.34,3.52,512
107.79,6.83,6.91,1.93,2.68,2.81,1.08,1.92,120.77,4.47,513
107.78,6.52,7.05,2.46,3.06,2.66,1.16,1.69,133.49,3.57,514
107.98,6.34,7.0,2.06,2.33,2.52,1.29,1.66,127.92,3.24,515
107.4,6.39,6.58,1.95,2.81,2.61,0.77,1.63,135.31,3.38,516
107.64,6.01,6.91,1.86,2.55,2.37,1.12,1.62,150.51,3.15,517
108.14,6.24,7.19,2.48,2.82,2.6,1.03,1.71,139.55,3.18,518
107.82,6.23,6.89,2.07,2.64,2.79,1.2,1.68,126.85,3.16,519
107.51,6.5,7.05,2.15,2.39,2.67,1.68,1.9,129.37,3.43,520
107.59,6.48,7.15,1.89,2.46,2.45,0.65,1.86,148.72,3.29,521
108.07,6.27,6.77,1.88,3.07,2.53,0.75,1.71,128.62,3.06,522
107.7,6.18,7.06,2.07,2.82,2.49,1.02,1.63,138.82,3.27,523
107.64,6.26,8.25,1.93,2.66,3.28,0.81,1.9,137.2,3.37,524
107.57,6.69,7.0,1.91,2.64,2.3,1.13,1.4,152.0,3.6,525
107.5,6.11,7.11,2.26,2.91,2.53,1.12,2.13,137.42,3.62,526
108.08,6.57,7.11,1.84,2.8,2.6,1.64,1.52,113.28,3.77,527
107.8,6.34,7.13,1.92,2.72,2.54,1.04,1.58,128.92,3.58,528
107.93,6.46,6.97,1.81,2.57,2.75,1.3,1.96,131.33,3.82,529
87.67,6.54,6.96,1.94,2.91,2.58,1.37,1.64,134.02,3.74,530
86.12,6.29,7.11,2.01,3.41,2.74,1.2,1.64,125.32,3.77,531
84.78,6.43,6.8,2.1,2.58,2.41,1.28,1.56,124.61,3.79,532
