core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
32.6,3.48,2.02,1.82,1.37,0.82,2.45,2.96,270.17,3.65,618
32.11,3.31,1.8,1.73,1.46,0.78,2.58,2.93,261.8,3.75,619
32.67,3.54,2.31,1.65,1.66,1.08,2.54,2.96,281.41,3.33,620
31.92,3.4,2.08,0.87,1.98,0.91,2.64,2.81,228.22,3.7,621
32.83,3.78,2.02,1.83,1.95,1.14,2.26,3.09,296.76,3.58,622
32.92,3.71,2.0,1.81,1.97,0.87,2.32,2.82,241.3,3.98,623
33.63,3.79,2.33,1.79,2.19,0.95,2.46,2.94,249.94,3.5,624
33.33,3.55,2.15,1.82,2.31,0.86,2.39,2.97,278.42,3.87,625
32.42,3.84,2.08,1.65,1.81,1.19,2.59,2.94,271.81,4.02,626
32.46,3.76,2.12,1.64,2.12,0.91,2.39,3.0,289.42,3.62,627
32.33,3.69,1.99,1.65,2.16,0.69,2.37,3.15,266.58,3.78,628
33.23,3.74,2.02,1.82,2.24,0.9,1.22,3.0,284.41,3.51,629
33.28,3.85,2.0,1.59,2.16,1.02,2.49,3.26,265.25,3.79,630
32.34,3.65,1.98,1.54,2.2,1.16,2.65,3.21,246.99,3.94,631
33.49,3.3,2.22,1.73,1.81,0.86,2.35,2.95,280.93,3.54,632
40.74,3.79,2.16,1.72,1.88,1.03,2.48,2.62,251.08,3.78,633
40.84,3.45,2.15,1.87,2.26,1.31,2.51,2.95,282.85,3.65,634
41.59,3.42,2.06,1.75,2.17,0.86,2.57,2.69,286.05,3.74,635
38.17,3.46,1.99,1.44,2.16,1.13,2.52,2.82,289.37,3.6,636
43.67,3.56,1.89,1.71,1.84,1.01,2.57,3.2,269.6,3.71,637
42.21,3.68,2.01,1.28,2.19,0.96,2.38,2.79,291.82,3.21,638
35.22,3.64,2.24,1.29,2.53,1.01,2.65,2.99,238.46,3.9,639
42.13,3.6,1.84,0.15,2.19,0.98,2.7,2.64,275.86,3.93,640
42.03,2.56,1.89,1.1,2.33,0.91,2.58,2.99,253.73,3.57,641
39.66,2.59,2.21,1.35,1.94,0.86,2.47,3.38,201.66,3.65,642
48.47,2.55,1.88,1.34,1.94,0.9,2.09,2.99,257.96,3.83,643
37.97,2.93,1.81,1.45,2.21,1.08,2.51,3.0,256.45,3.64,644
38.48,2.57,2.27,1.54,2.1,1.15,2.4,2.89,290.77,3.76,645
34.72,2.53,2.09,1.2,2.04,1.41,2.61,3.17,261.8,3.59,646
33.84,2.29,1.89,1.41,2.05,1.41,2.47,2.98,233.03,3.33,647
47.1,2.56,1.68,1.31,1.99,1.27,2.64,2.48,267.73,3.6,648
