core1,core2,core3,core4,mem,gpu,norm_ex_time
35.26,1.5,2.21,1.36,277.01,3.61,744
34.2,1.56,2.38,1.47,250.08,3.65,745
34.63,1.44,2.24,1.16,236.74,3.93,746
35.13,1.08,2.29,1.6,246.33,4.11,747
35.59,1.42,2.31,1.55,246.93,3.78,748
37.47,1.58,2.07,1.24,241.67,3.39,749
37.4,1.53,2.18,1.18,283.68,3.51,750
36.29,1.39,2.47,0.98,232.11,3.9,751
34.32,1.57,2.48,0.76,264.11,3.83,752
37.97,1.34,2.17,1.51,235.69,3.99,753
35.75,1.35,2.58,1.28,253.55,3.82,754
36.45,1.39,2.07,1.71,279.49,3.64,755
36.21,1.6,2.53,1.5,238.0,3.71,756
35.85,1.55,2.63,1.45,264.68,3.97,757
39.19,1.48,2.37,1.22,231.6,3.55,758
35.05,1.39,2.07,1.28,206.58,3.72,759
37.81,1.1,2.41,1.49,253.57,3.57,760
35.37,1.44,3.24,1.49,253.77,3.79,761
35.97,1.56,2.43,1.51,248.88,4.2,762
36.19,1.73,2.69,1.37,268.52,3.71,763
38.16,1.43,2.53,1.53,260.26,3.57,764
38.08,1.65,2.93,1.23,238.92,3.87,765
35.29,1.85,2.13,1.35,284.58,3.83,766
36.01,1.59,2.56,1.4,229.88,3.94,767
38.71,1.29,2.63,1.46,262.17,4.0,768
34.82,1.08,2.39,1.68,222.99,3.95,769
37.57,1.4,2.6,0.77,226.02,3.97,770
40.78,1.72,2.24,1.23,225.38,3.89,771
39.16,1.41,2.41,1.22,229.44,4.17,772
40.32,1.61,2.78,1.53,226.67,3.76,773
40.2,1.58,2.71,1.26,228.35,3.93,774
41.4,1.62,2.49,1.02,229.63,3.75,775
36.39,1.67,2.54,1.12,222.67,2.6,776
40.26,1.83,2.42,1.35,230.16,3.65,777
41.29,1.53,2.88,1.34,228.6,3.6,778
35.82,1.01,2.61,1.41,234.19,3.78,779
38.54,1.4,2.68,1.57,232.41,3.98,780
41.77,1.78,2.6,1.28,231.61,4.6,781
39.55,1.75,2.24,0.91,248.43,4.62,782
34.94,1.27,2.53,1.52,231.66,5.02,783
39.56,1.25,2.63,1.17,235.02,4.18,784
37.93,1.45,2.63,1.41,231.41,4.75,785
45.76,1.41,2.83,1.26,230.36,4.69,786
41.18,1.41,2.81,1.26,229.46,4.52,787
41.64,1.55,2.45,1.01,229.08,4.48,788
48.04,1.53,2.54,1.38,232.27,4.95,789
46.16,1.53,2.33,1.34,230.56,4.68,790
44.76,1.4,2.13,1.27,231.01,4.33,791
41.82,1.55,2.18,1.23,232.54,4.7,792
37.9,1.67,2.5,1.35,240.82,4.56,793
39.15,1.78,2.14,1.51,233.69,4.66,794
39.25,1.92,2.11,2.34,303.09,4.83,795
39.44,1.91,2.13,1.37,308.79,4.72,796
39.16,1.64,2.72,0.96,305.35,4.48,797
39.22,1.79,2.17,1.3,306.03,4.45,798
39.12,1.52,2.32,1.37,299.65,4.6,799
39.22,1.49,3.18,1.26,311.46,4.84,800
39.4,1.53,2.92,1.29,302.79,4.79,801
39.13,1.4,2.13,1.44,301.47,3.93,802
39.38,1.53,2.8,1.36,302.49,4.02,803
39.13,0.97,2.66,1.1,307.35,3.97,804
39.04,1.46,2.02,1.32,300.24,3.91,805
39.15,1.47,2.89,1.03,301.26,3.98,806
39.19,1.6,2.71,1.38,306.37,4.07,807
39.42,1.61,2.03,0.79,306.03,4.31,808
39.33,1.6,2.59,1.04,303.37,3.89,809
39.27,1.53,2.36,1.27,303.26,4.17,810
39.23,1.67,3.25,1.2,306.46,4.05,811
39.35,1.41,3.53,1.3,303.46,4.02,812
39.15,1.47,3.15,1.19,304.34,3.94,813
39.42,1.71,3.12,0.93,300.78,4.25,814
39.02,1.6,3.2,1.07,304.87,3.71,815
39.27,1.42,2.99,0.87,305.53,3.53,816
26.98,1.33,3.38,0.74,299.86,3.87,817
36.6,1.59,3.29,1.43,307.23,4.0,818
33.28,1.62,3.32,0.99,302.78,3.94,819
39.72,1.6,3.19,1.24,308.33,3.69,820
36.07,1.76,3.49,1.09,304.94,3.79,821
33.41,1.85,3.26,1.14,301.15,3.79,822
29.7,1.56,3.1,0.92,251.96,3.63,823
36.04,1.79,3.1,0.87,253.22,3.74,824
24.78,1.76,2.96,1.11,232.3,3.5,825
31.83,1.22,3.27,1.15,240.45,3.75,826
32.55,1.77,3.13,0.92,198.49,3.78,827
34.03,1.7,3.04,0.86,239.33,3.82,828
35.09,1.44,2.95,1.23,248.68,3.72,829
39.59,1.54,3.12,0.94,239.08,3.97,830
34.79,1.65,3.27,0.9,202.89,3.77,831
35.57,1.65,3.14,0.97,253.77,3.77,832
31.53,1.25,3.21,0.98,238.28,4.02,833
31.0,2.03,3.48,1.06,225.98,3.99,834
26.82,1.55,1.79,1.14,250.9,3.75,835
36.15,1.34,2.2,1.21,256.18,3.98,836
35.81,1.63,1.87,1.07,238.0,4.15,837
29.36,1.62,2.18,1.03,208.84,3.65,838
32.47,1.39,2.03,1.16,235.98,3.8,839
36.27,1.32,2.37,1.34,251.31,3.86,840
32.27,1.66,2.38,1.52,238.3,3.94,841
22.31,1.45,2.33,1.31,240.21,4.05,842
34.48,1.44,1.88,1.45,236.77,3.86,843
31.87,1.19,2.1,1.14,258.62,3.95,844
32.01,1.41,2.0,1.34,89.84,3.92,845
34.93,1.51,2.19,1.38,251.6,4.21,846
37.87,1.36,2.15,1.12,246.25,4.03,847
24.43,1.41,0.48,1.67,257.27,4.3,848
33.15,1.92,2.43,1.29,251.97,4.27,849
32.58,1.54,1.67,1.12,236.73,4.22,850
34.09,1.62,2.06,1.34,288.6,3.97,851
38.21,1.32,1.68,1.3,288.73,4.22,852
18.98,1.31,2.45,1.4,288.59,4.48,853
37.52,1.62,1.58,1.2,288.69,4.11,854
25.96,1.57,2.29,1.56,288.49,4.1,855
37.81,1.46,2.55,1.29,288.83,4.08,856
30.42,1.4,1.77,1.04,288.67,4.07,857
27.27,1.03,2.38,1.5,288.56,4.13,858
45.74,1.14,2.5,1.06,288.73,4.01,859
32.29,1.57,2.71,1.22,288.76,4.05,860
32.64,1.4,2.59,1.33,288.72,4.13,861
39.93,1.13,2.68,1.53,288.75,4.23,862
37.8,1.14,2.86,1.51,288.42,3.85,863
37.4,1.22,2.2,1.5,288.7,4.32,864
36.41,1.29,2.39,1.74,288.73,3.74,865
37.65,1.13,2.91,1.53,288.54,3.78,866
37.38,0.83,2.82,1.56,288.79,3.52,867
37.5,1.28,2.23,1.45,288.49,3.64,868
37.39,1.25,2.66,1.52,288.61,3.1,869
37.18,1.27,2.54,1.79,288.77,3.56,870
45.1,1.25,2.8,1.52,288.72,3.55,871
37.51,1.01,2.46,1.15,288.55,3.94,872
37.23,1.27,2.79,1.64,288.61,3.89,873
36.74,1.16,2.75,1.84,288.79,4.08,874
37.27,1.33,2.85,1.75,288.65,3.76,875
37.12,1.18,2.86,1.52,288.84,3.48,876
37.07,1.22,2.72,1.74,288.9,3.53,877
36.06,0.94,2.43,1.52,288.55,3.21,878
33.99,0.79,2.13,1.65,274.98,3.55,879
36.56,1.08,2.45,1.81,274.53,4.71,880
38.34,1.33,2.58,1.64,274.9,3.81,881
37.95,1.38,2.53,1.55,275.01,3.9,882
37.43,1.18,2.75,1.44,275.07,4.06,883
37.47,0.93,2.42,2.1,274.89,3.89,884
37.23,1.0,2.23,1.47,275.0,3.48,885
41.95,1.35,2.58,1.85,275.01,4.09,886
39.24,0.91,2.42,1.74,275.04,4.14,887
40.98,1.24,1.83,1.46,274.66,3.08,888
41.57,1.38,2.62,1.36,275.07,3.84,889
39.5,1.45,2.31,1.2,274.75,3.71,890
44.14,1.26,2.34,1.37,274.82,3.13,891
41.41,1.6,2.23,0.76,275.39,3.58,892
37.51,1.56,2.59,1.04,251.75,3.89,893
40.5,1.31,2.45,1.13,274.8,4.22,894
40.44,1.36,2.42,1.4,275.05,3.68,895
40.26,1.33,2.52,1.07,275.21,2.87,896
44.61,1.55,2.39,1.13,274.9,3.31,897
38.22,1.28,2.4,1.28,274.94,3.22,898
41.74,1.29,2.52,1.2,267.79,3.07,899
41.07,1.16,2.49,1.09,274.91,3.66,900
42.24,1.8,2.58,0.88,274.78,3.97,901
42.21,1.34,2.44,1.31,274.85,4.44,902
41.65,1.54,2.57,1.09,274.77,4.17,903
41.0,1.46,2.39,1.23,275.0,3.57,904
41.3,1.71,2.37,0.95,274.41,3.89,905
41.14,1.64,2.49,1.18,291.42,3.16,906
41.22,1.29,2.46,1.34,308.61,4.0,907
41.25,1.5,2.67,1.1,308.83,3.64,908
33.92,1.71,2.72,0.3,308.56,3.68,909
37.08,1.43,2.49,1.38,308.47,3.81,910
34.71,1.36,2.76,1.24,308.67,3.29,911
37.57,1.31,2.52,1.32,308.63,3.71,912
34.67,1.58,2.77,1.17,308.81,3.58,913
34.43,1.52,2.46,1.14,308.84,3.72,914
36.98,1.49,2.58,1.01,308.67,3.43,915
37.31,1.31,2.67,0.97,308.67,3.49,916
37.15,1.25,2.82,1.1,308.6,3.63,917
36.48,1.45,2.39,0.98,308.44,3.08,918
32.45,1.54,2.46,0.97,308.7,3.69,919
36.06,1.48,2.73,1.17,372.53,3.66,920
37.78,1.31,2.47,0.94,308.34,3.64,921
34.56,1.01,2.78,1.24,308.53,3.6,922
37.05,1.51,2.46,1.19,308.77,3.44,923
36.11,1.44,2.43,1.28,308.62,3.86,924
34.29,1.35,2.4,1.66,308.6,3.72,925
33.42,1.45,2.63,1.32,308.64,3.47,926
34.1,1.16,2.47,0.96,308.8,3.72,927
36.26,1.18,2.56,1.08,308.43,4.5,928
38.07,1.25,2.4,1.04,308.71,4.01,929
33.93,1.52,2.77,1.02,308.49,4.53,930
37.01,1.43,2.71,0.91,308.26,4.61,931
38.92,1.64,2.7,0.94,308.54,4.5,932
36.26,1.41,2.59,0.9,308.83,4.23,933
39.36,1.12,2.81,0.89,308.79,4.14,934
36.48,1.4,2.48,1.04,228.66,4.38,935
35.04,1.15,2.9,2.5,253.2,4.14,936
