query_id,time_violation,remaining_inference_time,data_sources,top_1,top_3,top_5,top_10,no_object,list_objects
77cdd2ea-fa22-4daf-9e79-212f6a4ba0ac,False,0.8255358216801192,"['rgb', 'ninf', 'minf', 'finf']",4.0,4.0,4.0,4.0,4.0,"[0, 1, 2, 7]"
17934840-a3be-416d-9590-df5ca0930ca6,False,0.4160728156398541,"['rgb', 'ninf', 'minf', 'finf']",5.0,5.0,5.0,5.0,5.0,"[0, 1, 4, 6, 8]"
a411bb1c-8b76-4f52-b055-0bb41b08bcd4,False,0.4537444327964287,"['rgb', 'ninf', 'minf', 'finf']",5.0,6.0,6.0,6.0,6.0,"[0, 1, 2, 3, 5, 7]"
fa83ea18-1ffe-448d-8b20-c1af3cdab115,False,0.5964448211592045,"['rgb', 'ninf', 'minf', 'finf']",5.0,5.0,5.0,5.0,5.0,"[0, 1, 2, 3, 4]"
d32f0771-44aa-4da6-8f49-8f88b3e9d329,False,2.3664676905283795,"['rgb', 'ninf', 'minf', 'finf']",14.0,14.0,14.0,15.0,15.0,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17]"
c2a6a3f8-0290-4d51-a793-80db114ceb4c,False,1.868821457512386,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,3.0,"[0, 1, 2]"
d7e43791-53dd-452f-a111-a2c3cfb91c53,False,0.5493421710830345,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,3.0,"[0, 1, 2]"
6177d3dd-d020-413a-b21e-f5a6bbfad20a,False,0.4317489727523326,"['rgb', 'ninf', 'minf', 'finf']",2.0,2.0,2.0,2.0,2.0,"[0, 4]"
e7eab066-5c44-444c-ad48-ff6a40e86aae,False,1.651036073407493,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,4.0,4.0,4.0,"[0, 1, 2, 5]"
e117f644-5e07-4044-a3fb-18c0957fdfdd,False,0.5278045022243603,"['rgb', 'ninf', 'minf', 'finf']",0.0,0.0,0.0,0.0,1.0,[0]
8ef1b446-9a6a-4546-9e65-ce7863a00bcd,False,0.6702186342822977,"['rgb', 'ninf', 'minf', 'finf']",11.0,11.0,11.0,11.0,11.0,"[0, 1, 3, 4, 5, 6, 7, 9, 11, 14, 18]"
b85e4418-03bb-4259-a532-c31fa8ebea7b,False,0.4376852938552467,"['rgb', 'ninf', 'minf', 'finf']",4.0,4.0,4.0,4.0,5.0,"[0, 1, 2, 4, 9]"
7176bb3f-4c03-4aa3-a50b-a5263680eb7e,False,1.812528177749706,"['rgb', 'ninf', 'minf', 'finf']",9.0,9.0,9.0,9.0,9.0,"[0, 1, 2, 3, 4, 5, 10, 12, 13]"
cd9ea31a-3bc1-4a29-bbc9-d46a2d8d278f,False,1.850974332292713,"['rgb', 'ninf', 'minf', 'finf']",15.0,15.0,15.0,15.0,16.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 14, 16, 17, 19, 23]"
1c87e912-b4ff-41ce-a042-6ee5daac1efd,False,1.9779000879147373,"['rgb', 'ninf', 'minf', 'finf']",7.0,7.0,7.0,7.0,7.0,"[0, 1, 2, 3, 5, 6, 7]"
f1e67d85-5360-4c21-9756-ff6a5c8eb0e5,False,1.5299821501288182,"['rgb', 'ninf', 'minf', 'finf']",9.0,9.0,9.0,9.0,9.0,"[0, 1, 2, 3, 4, 6, 7, 8, 9]"
b78b4123-f101-44d5-b192-c9a15fe05013,False,2.152510172428016,"['rgb', 'ninf', 'minf', 'finf']",2.0,2.0,2.0,2.0,2.0,"[0, 2]"
1fa184f0-26b5-48c0-82bf-2c7684ca9373,False,1.1103292203828117,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,3.0,"[0, 1, 4]"
41758720-b681-4901-afaf-1fc19324c228,False,1.5740082512820714,"['rgb', 'ninf', 'minf', 'finf']",9.0,9.0,9.0,9.0,9.0,"[0, 1, 2, 3, 5, 6, 7, 8, 15]"
498d59d3-5f49-49a8-9ee7-00dbbbfc8e9d,False,0.4756142751103492,"['rgb', 'ninf', 'minf', 'finf']",6.0,6.0,6.0,6.0,6.0,"[0, 1, 2, 3, 5, 8]"
