query_id,top_1_accuracy,top_3_accuracy,top_5_accuracy,top_10_accuracy,late_ratio,ground_truth
8ee5ee9b-473b-428e-a989-752bae042143,0,1,1,1,100,walking
5cddb1c9-217a-459b-8e8a-97d90a32a0b8,1,1,1,1,0,checking_time
70c0db5a-523d-49e8-845e-4b88c0da2761,0,0,0,0,0,16
fe079869-7a40-4c15-89d3-b0591c80ed1a,1,1,1,1,0,sitting_down
6b985f9d-f8ab-4273-9786-6dafcc65a86d,0,0,0,0,0,28
8818d43d-a679-41b6-b3e4-d8762b14a967,1,1,1,1,0,pulling
8a2b0e69-b5c4-4f57-aacb-1a0f26ea5aee,1,1,1,1,0,Carrying_light
d3ed07e9-77d7-43df-810e-44bc0f1ad00e,1,1,1,1,0,pulling
7a2e42c6-74a5-4e02-8ac8-d00eac6efcc7,0,0,0,1,0,standing_up
33dd56b6-8ba8-4aad-8fbe-9eecd9eaeb11,1,1,1,1,0,carrying_heavy
f851d140-fa15-4d70-ae24-0683797d59cd,1,1,1,1,0,drinking
475ccd6e-0771-4ad8-a1ab-8e75ac749d48,0,1,1,1,0,pocket_out
bd43e753-d356-4a81-b7ba-22b60df55480,1,1,1,1,0,throwing
a02152f3-389f-4da8-b9c2-2e7bac1fb965,0,1,1,1,0,walking
9ab18184-b95e-40ab-92db-4c6b033c3efa,1,1,1,1,0,pulling
828713f0-e62b-4b59-b434-0c20161a7251,1,1,1,1,0,using_phone
33848510-966b-4cb7-9817-262e6b8b69e8,1,1,1,1,0,waving_hand
8094578a-64d5-42fe-bfaa-73478a90886b,1,1,1,1,0,sitting_down
1bd00758-2cb6-4943-abc6-854f3c07fe47,1,1,1,1,0,transferring_object
2c06a200-d79c-438c-ad90-f17798984429,1,1,1,1,0,talking
ed5a5ec6-9417-4cad-b322-9700fb5cd357,1,1,1,1,0,carrying
7592d669-e39a-4ab9-958b-31b735dabd30,1,1,1,1,0,kicking
19ba4ce7-f972-41be-b56f-70f7668ccf37,1,1,1,1,0,kicking
7918860a-9a64-422c-906a-2b59d856552a,0,1,1,1,0,entering
80db54f5-9ca4-4085-bfb9-b8413c2205aa,0,0,1,1,0,kicking
279eb33f-593e-4010-81c9-a4a678e4f52e,1,1,1,1,0,drinking
7cd0bcf3-cd5a-4132-a4dc-35e82bc1bf7a,1,1,1,1,0,talking_on_phone
d29f7141-7625-47f4-9a0f-fa7aead58baa,1,1,1,1,0,talking_on_phone
93b720bd-d9a5-4a2a-9449-bcc08e4e1641,0,1,1,1,0,crouching
41c998fd-e144-48f0-8275-bdc68430828e,1,1,1,1,0,picking_up
a68780a8-4106-4add-b8f6-eace847120d3,1,1,1,1,0,waving_hand
62d3cee7-6659-43d3-a0df-49833472d489,1,1,1,1,0,loitering
c1d751fb-0e39-4044-90c8-e1efb0400c9e,0,1,1,1,0,looking_around
96f44be4-d5d1-4644-af10-b1dcafea7387,1,1,1,1,0,pocket_in
95487630-7548-498f-94d8-b4d9cbc81e79,1,1,1,1,0,sitting_down
8710e3bc-ffae-4b5f-9301-35d865327c18,1,1,1,1,0,kicking
d7b75fb5-ce36-4c3b-81be-e1102e4b4522,0,0,1,1,0,pulling
d41d9761-3f45-4803-ac18-e6d8f21509bc,1,1,1,1,0,Carrying_light
df2b6a3d-5284-4e34-81dc-4064fab2d150,0,1,1,1,0,exiting
34de6f53-84b8-42f9-b3d5-8faf30f6ef6c,0,0,0,1,0,exiting
7e7cb718-90f2-4a29-bc17-7b6c1908fba1,1,1,1,1,0,running
37c164f4-a6a7-43d1-826b-2201382c00a9,1,1,1,1,0,throwing
2fd5191d-9eb4-477c-948b-b221018dadea,1,1,1,1,0,walking
fc9bb972-58d4-4bd7-959b-d6f6574a2173,1,1,1,1,0,talking_on_phone
2e8a4a70-a946-48df-8e49-30365717d737,1,1,1,1,0,waving_hand
47dab5ed-5d82-44a1-a9d6-3069722bae8e,1,1,1,1,0,looking_around
80471569-9591-41f2-9144-a22f7708dab6,0,0,1,1,100,sitting
a4210b9d-61db-4d22-b524-c6ec2d395ffa,1,1,1,1,0,Carrying_light
8b641a77-9814-4330-b645-b24e2ffac99f,1,1,1,1,0,using_phone
1c71685a-a4f2-49a0-8492-866a6d9a3f05,0,0,0,0,0,12
b5fb1f3f-2d55-4226-a276-2a7ec22d9448,1,1,1,1,0,carrying
a7630bd9-548e-4102-8548-13f4633ac333,0,0,1,1,0,fall
68e5ac18-f488-40d9-be9d-0dadad9376b8,0,0,0,0,0,22
20e2edc4-8057-45af-8dfa-cfd3c5bca4a8,1,1,1,1,0,talking
6d69ffc5-1754-4438-aacd-58caa9e95953,1,1,1,1,0,pocket_out
2613ab3e-1f90-4b22-af7e-1c0a7cb038ea,1,1,1,1,0,pointing
86e22101-6772-4425-a5a3-604fe1b95683,1,1,1,1,0,using_phone
968bef21-b835-466b-8136-efa217c1db27,0,0,0,1,0,setting_down
e24db4e0-7d1c-40ea-9e36-04a5a54d9335,1,1,1,1,0,crouching
a8512667-0750-4278-a367-016e0fb4f6f9,0,1,1,1,0,throwing
9cae0830-2340-4717-a201-d1fcd0fea96f,0,0,0,0,0,0
aca01627-bd1b-40b6-9181-1bd73af516b1,1,1,1,1,0,sitting
955be7bb-a6bc-4f9e-9cd0-c2ae38731208,1,1,1,1,0,picking_up
b9ea44b2-3475-45f3-b284-08f90da07e40,0,1,1,1,0,throwing
0a62ba81-ed04-4cc2-8e57-5edad4d6d98b,1,1,1,1,0,exiting
a7316a38-356e-4388-82d5-1bf845c22c09,1,1,1,1,0,drinking
ca775284-0a0e-4e3b-871e-4fdd5b91ce3e,1,1,1,1,0,pocket_in
090da032-eb72-4d34-9b60-01e7599bf604,1,1,1,1,0,throwing
d62bd90c-98cd-4b36-8252-c0139425b377,0,0,0,1,100,sitting_down
713f8508-7830-44de-a880-20935e8e6eee,0,0,0,0,0,30
fdc898f1-150d-4200-9cf9-5b337540e9f0,1,1,1,1,0,exiting
f01019b8-9d63-4d1d-a1df-bb36a524858d,0,0,0,0,0,25
91676b60-a2c1-4f40-9e4d-f91df18cef59,1,1,1,1,0,using_phone
3bffa3c4-f86c-40e5-893b-04f6d5b76b32,0,1,1,1,0,using_pc
c8ce6527-716d-4a85-9a28-0e6779f006ea,0,1,1,1,0,carrying_heavy
f84d35d8-47f1-4dfb-9485-29380b6e15a2,1,1,1,1,0,pulling
41c4f276-b422-442d-a27a-59cb5070a63c,1,1,1,1,0,talking_on_phone
b3079df2-b8e4-4767-a910-1e5391ef6508,1,1,1,1,0,talking_on_phone
3ff786e1-5efe-4517-b9db-6063fde28dd1,0,1,1,1,0,loitering
8fe7685c-8582-4c96-84bf-f5ef49937889,0,0,1,1,0,pocket_in
d0abc0d3-a791-4da8-ab61-35880e5758ff,1,1,1,1,0,standing
b29525cd-a014-4240-8394-204e389dd08a,1,1,1,1,0,sitting
68f84643-7296-45cf-ad6b-1f359260af41,1,1,1,1,0,pocket_in
51d736e8-6cdc-4def-96b6-77262894b248,0,0,0,0,0,9
56b79cf8-a806-4ba8-a475-1013fd3316a4,1,1,1,1,0,fall
c161bbac-3435-4e06-9d8a-503892d81f49,1,1,1,1,0,carrying_heavy
1b60c8f1-0ce7-49ab-9866-e11250e48b25,1,1,1,1,0,talking
883193fc-f53e-49df-b2c6-a8d5aa604b78,0,0,0,1,0,sitting
7335560b-4a02-4f3f-a7b2-707b9a5e1dec,1,1,1,1,0,transferring_object
483b5088-6357-42d2-b930-c492328b40df,1,1,1,1,0,drinking
442a93c0-2773-4a10-a376-d1235a3231db,1,1,1,1,0,carrying
469436de-4355-4770-8bee-5a9f4bd368ff,1,1,1,1,0,closing
7451aa89-9d91-4742-b767-336aed7bb6d5,1,1,1,1,0,closing
f0e73655-3e5d-4d53-87ac-0de1c836c359,1,1,1,1,0,sitting_down
bc7c82a9-4f39-42b5-b010-8a1045e1357a,1,1,1,1,0,setting_down
c29f72a6-95b2-4e90-b8f8-e2bc1822b4e6,1,1,1,1,0,running
e1c00504-be75-4519-8ffb-98e8b932ab4b,0,0,0,1,0,closing
2ae26bc3-c971-41d7-b8d9-9f213f51fbad,0,0,1,1,0,carrying_light
7bdfa1ae-cf53-4598-a685-ab4f578b4949,0,0,1,1,0,standing_up
eb060687-e530-4da2-bcf8-94caedfcd681,1,1,1,1,0,running
a04a66a9-f7dc-47bb-a621-585efa623e8d,1,1,1,1,0,pulling
5f7c3860-ca70-4857-bd4b-f3b1e33c7c96,0,1,1,1,0,carrying
d47c5826-66a8-449e-9b7b-af34a33b9019,1,1,1,1,0,crouching
f53f9e7b-c434-4fb8-904e-3e831d89d753,0,0,0,1,0,transferring_object
a2f3b87e-39eb-4331-bca0-0d93e37cf4d5,0,0,1,1,0,crouching
12c8598b-43c1-45a0-ae41-242407be496b,1,1,1,1,0,opening
bdfd1f4e-88ef-497e-afd6-885051be74ad,1,1,1,1,0,talking_on_phone
abdb6dce-4ded-4c97-ac72-5a1f15d122de,1,1,1,1,0,jumping
b2ddf488-153c-4abe-a67f-336150ab53d3,0,0,0,1,0,carrying_heavy
51fb94e5-346f-4db7-aaf9-eec2d5cdcdfc,0,0,0,0,0,21
2bdc57e3-f637-4bdb-a90c-4169dd68101b,1,1,1,1,0,setting_down
